       29.5540000000       287.4950000000        30.1540000000      0
       31.2220000000       298.7760000000        21.7950000000      1
       40.9180000000       279.2760000000         9.3020000000      2
       59.4060000000       311.4320000000        13.9420000000      3
       62.5760000000       239.2510000000         5.1020000000      4
       64.6940000000       310.9770000000        32.8660000000      5
       69.3540000000       368.9500000000        40.4340000000      6
       75.6240000000       346.4410000000        64.2450000000      7
       75.4880000000       349.1090000000        37.5440000000      8
       77.1830000000       416.5110000000        48.1660000000      9
       81.6090000000       433.9920000000        62.0760000000     10
       84.5240000000       289.8250000000        44.0130000000     11
       87.8750000000       333.2740000000        18.2380000000     12
       89.1060000000       323.5580000000         8.3710000000     13
       91.6530000000       390.1820000000        62.0760000000     14
       93.7490000000       214.1790000000        15.9500000000     15
       93.8750000000       332.6790000000        14.9300000000     16
       97.3020000000       448.8170000000        62.9490000000     17
       98.1450000000       264.7330000000         8.1360000000     18
      100.3700000000       408.8800000000        55.2310000000     19
      103.6170000000       393.6640000000        30.7990000000     20
      103.9750000000       263.7190000000        28.8740000000     21
      109.4900000000       455.7590000000        56.5430000000     22
      110.1880000000       318.5680000000        55.0210000000     23
      111.6300000000       308.6840000000        37.8090000000     24
      113.0440000000       240.3040000000        23.0040000000     25
      112.9480000000       386.5260000000        30.8980000000     26
      115.0030000000       399.5750000000         9.9240000000     27
      115.2350000000       263.3090000000         5.7090000000     28
      117.7930000000       427.1910000000        40.0220000000     29
      122.4810000000       244.6270000000        21.6370000000     30
      123.8030000000       375.9530000000        26.9850000000     31
      124.9540000000       313.3060000000        48.1590000000     32
      125.9790000000       422.5220000000        35.0240000000     33
      126.5460000000       430.6910000000        62.8600000000     34
      127.5590000000       346.8270000000         6.5210000000     35
      128.0160000000       386.8350000000        21.5160000000     36
      129.6310000000       458.1560000000        44.6740000000     37
      130.3530000000       411.4530000000        23.8270000000     38
      130.4960000000       439.3200000000        53.4920000000     39
      131.1670000000       466.5340000000        52.7140000000     40
      133.8190000000       240.1320000000        47.4470000000     41
      140.0470000000       281.3420000000        19.4140000000     42
      141.6610000000       478.3830000000        62.6490000000     43
      142.0270000000       456.7910000000        58.8030000000     44
      142.6410000000       486.8850000000        48.3990000000     45
      143.6510000000       372.9120000000         5.4500000000     46
      144.1020000000       416.4370000000        57.7530000000     47
      146.6500000000       441.5760000000        28.0250000000     48
      150.6030000000       422.4640000000        20.1220000000     49
      151.3050000000       456.0980000000        39.4660000000     50
      151.4790000000       352.6470000000         4.2470000000     51
      152.9200000000       254.3280000000        39.3370000000     52
      154.5120000000       462.4740000000        52.2190000000     53
      156.2470000000       342.5050000000        38.4010000000     54
      157.6170000000       433.6510000000        62.5920000000     55
      157.9740000000       458.2330000000        28.0460000000     56
      158.2120000000       343.8420000000        30.4150000000     57
      158.3980000000       418.2560000000        54.0070000000     58
      159.4170000000       305.6490000000         6.4130000000     59
      159.6110000000       442.3280000000        21.3640000000     60
      160.9310000000       246.2260000000        22.9300000000     61
      160.4990000000       365.9160000000        24.5310000000     62
      162.2440000000       388.5960000000        11.3350000000     63
      164.2230000000       488.9040000000        49.8430000000     64
      165.6400000000       473.2620000000        30.9550000000     65
      167.3680000000       368.6080000000         4.2580000000     66
      167.9450000000       455.2450000000        28.7810000000     67
      172.2220000000       405.9500000000        21.2910000000     68
      174.7480000000       320.1070000000         6.1040000000     69
      174.9150000000       448.4130000000        21.9980000000     70
      175.6940000000       450.5000000000        55.2270000000     71
      176.0690000000       433.1390000000        15.3300000000     72
      176.9810000000       463.2210000000        63.9390000000     73
      181.6630000000       357.6590000000        49.4170000000     74
      185.3770000000       484.5030000000        50.8240000000     75
      188.1450000000       426.7150000000        67.3490000000     76
      188.8730000000       440.5800000000        55.9030000000     77
      188.6970000000       452.6750000000        19.1330000000     78
      189.6270000000       343.6890000000        45.1000000000     79
      189.9630000000       494.9240000000        36.0630000000     80
      191.9430000000       510.5630000000        50.4360000000     81
      194.1690000000       497.3940000000        53.8440000000     82
      195.1680000000       487.9730000000        36.5960000000     83
      195.5990000000       432.9360000000        39.4660000000     84
      196.2890000000       357.9140000000        31.1830000000     85
      199.1780000000       493.7650000000        63.4100000000     86
      199.1710000000       520.7160000000        41.6440000000     87
      200.6110000000       447.6110000000        17.8090000000     88
      201.5180000000       350.3130000000         3.0820000000     89
      203.2080000000       413.9680000000         6.0130000000     90
      203.5350000000       418.6240000000         6.6540000000     91
      205.5190000000       363.8410000000        48.6230000000     92
      206.9560000000       477.5300000000        17.0550000000     93
      208.9590000000       496.7770000000        65.1690000000     94
      213.3550000000       397.8980000000         5.3930000000     95
      214.0160000000       459.5580000000        25.5000000000     96
      214.6270000000       387.4510000000        41.7140000000     97
      215.4290000000       501.4750000000        31.3090000000     98
      217.9040000000       539.9850000000        50.1490000000     99
      218.4830000000       369.3380000000         7.5530000000    100
      218.3350000000       505.9260000000        49.9200000000    101
      219.8910000000       502.0770000000        53.8780000000    102
