       97.4170000000       314.3590000000        56.4410000000      0
       98.1930000000       223.9470000000        22.3000000000      1
      101.4570000000       220.1800000000        58.1030000000      2
      105.4860000000       231.5620000000        80.1770000000      3
      107.1950000000       373.1200000000        32.8150000000      4
      108.3320000000       292.4270000000        75.1140000000      5
      110.6470000000       405.3120000000        46.5320000000      6
      117.7760000000       259.5080000000        56.2500000000      7
      121.4570000000       270.3440000000        66.8270000000      8
      125.7130000000       246.3920000000        85.1910000000      9
      127.1400000000       290.3360000000        59.6900000000     10
      126.8770000000       385.1290000000        86.6690000000     11
      127.4900000000       322.1160000000        59.8980000000     12
      130.8870000000       225.1450000000        51.8870000000     13
      130.6990000000       242.4580000000        46.1800000000     14
      130.7880000000       303.1030000000        75.2730000000     15
      133.2350000000       292.3880000000        65.6420000000     16
      134.4810000000       281.3300000000        42.9220000000     17
      134.5530000000       356.3220000000        78.5710000000     18
      134.3380000000       358.0080000000        87.3850000000     19
      135.1430000000       406.0270000000        37.2690000000     20
      135.4330000000       306.2600000000        75.0850000000     21
      136.0020000000       469.6860000000        49.6300000000     22
      136.2790000000       100.0440000000        15.5380000000     23
      137.5440000000       288.4350000000        68.3840000000     24
      137.9470000000       380.7780000000        64.7270000000     25
      138.7620000000       287.4290000000        75.3260000000     26
      138.9680000000       362.6700000000        51.2510000000     27
      139.4830000000       382.3450000000        55.4710000000     28
      140.7220000000       218.9320000000        76.7410000000     29
      141.4820000000       404.9980000000        71.0600000000     30
      141.7290000000       264.5070000000        68.8480000000     31
      142.2350000000       425.5030000000        79.0840000000     32
      143.2230000000       330.5330000000        87.4870000000     33
      143.3620000000       434.4520000000        72.1470000000     34
      144.3150000000       319.0280000000        76.5560000000     35
      144.4900000000       203.4580000000        69.8790000000     36
      145.6990000000       304.3520000000        73.3710000000     37
      145.9320000000       273.3310000000        50.8030000000     38
      146.1960000000       304.6380000000        58.6860000000     39
      146.3570000000       146.0770000000        17.7400000000     40
      146.9400000000       289.9950000000        37.0510000000     41
      147.2520000000       428.7790000000        78.7080000000     42
      148.8000000000       168.8350000000        59.7690000000     43
      149.1100000000       259.7760000000        34.6650000000     44
      149.6890000000       219.1820000000        43.3320000000     45
      149.7440000000       373.0850000000        63.7010000000     46
      150.3290000000       328.5140000000        60.1790000000     47
      150.1050000000       404.8040000000        74.3790000000     48
      151.1430000000       337.9770000000        85.1940000000     49
      151.2840000000       372.1970000000        51.4380000000     50
      150.8790000000       438.7870000000        71.9280000000     51
      151.7060000000       217.4890000000        74.8270000000     52
      152.3940000000       159.6960000000        64.1750000000     53
      152.4030000000       242.9880000000        40.3600000000     54
      152.8550000000       451.8140000000        96.7250000000     55
      153.2370000000       398.5620000000        71.3420000000     56
      154.5620000000        79.6850000000        17.0040000000     57
      154.9220000000        96.1370000000        13.1260000000     58
      154.9780000000       183.0440000000        67.1220000000     59
      155.6570000000       176.0040000000        69.5320000000     60
      155.9000000000       187.5270000000        40.6780000000     61
      156.2560000000       459.1630000000        72.0750000000     62
      156.5920000000       283.4270000000        51.0820000000     63
      156.6890000000       427.4300000000        84.1920000000     64
      157.4640000000       288.4260000000        37.0700000000     65
      157.8900000000       362.2760000000        82.0650000000     66
      158.4770000000        47.4580000000        19.8790000000     67
      158.3070000000       215.3710000000        39.8540000000     68
